"","A1","A2","A3","A4","A5","C1","C2","C3","C4","C5","E1","E2","E3","E4","E5","N1","N2","N3","N4","N5","O1","O2","O3","O4","O5"
"63242",5,5,5,5,5,4,4,5,5,5,4,5,2,5,2,6,6,5,5,6,2,3,2,4,4
"63245",6,6,6,6,5,5,6,6,3,4,3,3,5,5,5,3,5,5,4,3,6,3,6,6,6
"63246",6,6,5,2,4,5,3,5,6,6,6,6,3,6,5,2,3,3,6,6,6,6,6,6,6
"63250",5,5,5,4,5,5,4,4,5,2,5,3,5,5,3,4,4,4,5,4,4,6,4,3,4
"63252",6,5,5,6,4,5,5,5,5,5,5,5,2,2,6,2,1,5,3,3,6,6,5,5,5
"63253",5,6,3,3,3,2,2,4,4,3,3,1,3,2,3,2,2,2,2,3,3,5,4,6,4
"63258",6,4,6,6,6,4,5,5,5,4,6,3,5,6,NA,4,4,5,6,6,4,4,6,5,6
"63261",3,5,5,6,5,4,6,5,5,5,2,5,4,5,5,4,4,4,4,4,6,5,5,6,5
"63264",4,4,4,2,4,2,2,4,2,1,5,5,4,5,5,1,1,2,2,3,4,3,4,5,4
"63266",6,5,6,6,4,5,5,4,5,5,2,2,2,3,3,5,3,3,3,2,3,5,4,6,4
"63271",4,3,4,2,3,3,3,3,4,3,4,3,4,4,2,4,4,5,4,4,3,3,3,4,3
"63277",6,6,5,5,5,4,4,3,4,2,6,5,5,5,4,5,5,4,5,5,5,5,5,5,6
"63278",NA,3,4,3,3,3,3,3,5,4,4,4,2,6,3,3,4,NA,4,5,4,3,2,4,4
"63280",6,5,5,4,4,4,4,6,4,2,6,6,4,6,5,4,3,3,4,5,6,6,6,6,6
"63281",6,5,4,5,5,5,5,5,4,4,5,3,6,2,4,3,4,2,5,2,4,5,6,5,5
"63286",4,4,5,5,4,4,4,4,3,2,5,5,3,6,4,5,4,5,5,4,5,3,4,4,5
"63287",2,6,6,5,5,5,5,6,6,6,1,6,5,5,6,6,6,6,6,6,6,6,6,5,6
"63289",6,4,3,5,3,1,5,5,1,1,1,1,2,2,1,2,3,1,1,1,4,1,4,6,6
"63292",3,3,4,4,3,5,4,5,4,4,5,5,4,5,5,3,3,3,4,5,4,4,5,4,4
"63293",5,5,4,2,4,4,4,4,5,5,5,4,5,4,4,5,4,5,5,4,4,5,5,5,5
"63294",2,3,4,4,5,4,3,2,3,3,6,6,3,6,4,3,3,5,5,4,3,5,5,3,4
"63301",4,3,5,6,5,3,5,5,5,5,6,5,4,6,6,5,5,2,6,4,5,4,3,3,4
"63302",6,5,5,2,5,5,5,3,5,3,2,3,4,4,5,5,3,5,4,6,5,5,2,5,5
"63307",3,5,2,1,4,5,4,5,3,3,2,2,4,5,3,2,2,2,2,2,4,2,5,6,4
"63309",6,5,1,5,6,3,5,5,3,6,6,3,4,5,5,5,2,6,6,6,6,6,6,6,2
"63313",5,5,5,4,5,5,4,4,3,2,6,5,5,6,5,4,4,6,5,4,4,3,5,4,5
"63317",6,6,6,6,6,4,4,4,5,4,6,2,6,5,5,2,1,1,3,2,5,5,5,6,5
"63320",6,6,3,4,2,5,6,5,6,6,5,4,4,5,4,3,6,4,5,2,5,5,6,6,6
"63321",4,5,6,6,5,4,4,3,4,4,5,4,5,6,4,6,3,4,5,5,3,2,4,5,6
"63322",3,4,2,1,5,6,4,4,5,2,6,3,5,5,4,5,5,6,6,6,6,6,6,6,6
"63324",6,1,1,3,1,1,1,1,1,1,6,1,1,2,1,1,3,2,4,2,1,1,1,2,1
"63326",5,4,3,2,4,3,3,4,5,4,2,5,2,4,4,6,4,1,2,3,5,6,4,6,6
"63328",3,6,6,1,6,6,5,6,6,6,6,4,4,5,5,2,1,2,6,1,5,4,6,5,6
"63330",4,5,4,3,4,4,4,4,2,2,2,5,3,4,5,2,2,2,3,4,4,1,3,6,5
"63331",6,6,5,5,4,4,2,3,5,5,6,5,5,6,5,5,3,5,6,2,4,3,4,5,4
"63332",3,3,1,1,5,6,6,4,6,6,1,5,6,1,5,3,5,6,5,6,6,6,6,6,6
"63334",6,6,NA,6,6,4,5,5,1,3,6,6,5,6,6,3,2,2,5,5,5,6,5,5,5
"63335",5,5,5,6,5,5,4,4,4,4,5,5,5,5,5,4,NA,2,4,3,5,6,NA,4,6
"63337",2,2,2,2,4,6,6,6,6,6,6,6,5,6,6,5,2,6,6,6,6,6,6,1,6
"63338",5,5,5,5,2,4,5,4,3,3,5,5,5,5,4,3,2,6,4,3,5,4,5,5,5
"63339",5,5,5,2,5,6,5,5,6,5,4,5,5,5,6,6,6,3,3,6,6,6,5,6,6
"63340",5,6,6,6,6,6,6,5,6,4,6,6,5,6,5,5,5,5,3,1,5,5,4,2,3
"63342",5,5,5,5,5,5,5,4,4,5,6,5,6,5,5,5,4,4,5,4,5,4,5,4,5
"63346",6,6,3,5,6,5,5,6,6,3,6,6,4,6,5,3,3,3,5,5,5,5,6,4,3
"63351",6,6,6,6,6,5,5,4,5,5,5,5,3,6,5,5,5,5,6,5,5,5,4,5,5
"63352",1,5,5,4,5,4,2,4,4,2,5,4,5,5,4,3,3,2,3,2,4,5,5,6,6
"63358",3,4,3,5,4,4,5,2,3,2,3,3,3,4,2,1,2,2,2,2,3,1,2,5,3
"63361",4,5,5,6,5,3,5,4,5,5,4,3,4,3,4,6,5,6,6,6,4,5,4,5,5
"63364",5,5,5,4,5,3,3,4,4,3,6,6,5,6,2,3,5,6,6,3,4,5,4,4,4
"63369",5,5,5,5,NA,4,5,5,2,1,6,5,4,6,3,1,2,4,2,1,3,5,5,3,4
"63370",5,6,4,4,4,4,4,5,6,5,6,4,4,4,6,3,4,6,6,6,5,6,4,3,6
"63371",3,5,4,2,5,3,4,4,4,2,4,3,4,6,4,4,2,3,4,3,5,5,5,4,5
"63372",5,5,2,4,6,4,1,2,2,2,6,4,2,5,2,5,5,2,1,1,5,6,5,6,6
"63375",5,6,4,3,5,3,3,4,3,3,5,5,5,6,5,NA,5,5,4,4,5,5,5,5,4
"63376",6,6,6,6,6,4,6,5,5,5,6,6,6,6,6,6,3,3,3,3,6,6,6,6,6
"63378",5,5,6,6,5,5,5,5,5,NA,6,6,4,6,5,6,5,3,5,6,4,6,5,5,3
"63379",2,5,4,6,4,6,5,5,5,3,4,3,3,6,4,4,3,2,2,5,4,2,2,5,5
"63382",4,5,5,5,5,5,5,5,5,5,5,6,5,6,6,6,6,5,6,6,6,4,5,5,5
"63383",2,5,5,4,5,5,4,4,5,4,4,2,5,5,NA,5,3,5,5,6,5,3,4,4,3
"63386",5,5,5,4,2,4,4,5,6,3,5,3,3,4,4,6,6,5,3,5,5,6,5,5,6
"63389",6,5,5,6,5,5,6,6,6,5,2,5,2,5,5,5,5,6,6,5,5,1,2,2,3
"63395",5,2,5,5,4,5,NA,5,6,6,6,5,3,5,5,4,5,3,3,6,5,6,5,5,5
"63399",6,6,6,6,1,5,2,5,5,3,5,3,4,6,4,6,6,6,6,5,5,4,1,2,4
"63400",5,5,5,6,5,4,5,6,NA,6,5,5,4,4,6,3,3,3,6,3,4,1,4,4,3
"63402",6,5,5,6,4,4,4,4,2,1,6,4,3,2,4,1,1,3,1,4,5,2,5,6,5
"63404",2,4,2,4,5,5,6,5,5,3,5,2,4,5,4,5,2,2,2,2,5,3,3,NA,5
"63406",5,4,6,1,4,6,3,4,4,2,6,6,3,1,6,1,3,6,3,1,1,6,6,6,5
"63408",4,5,5,5,6,4,4,6,4,4,5,5,5,6,6,5,5,4,4,4,5,3,5,6,4
"63412",5,6,6,6,6,5,5,6,5,6,5,6,6,6,5,5,4,5,5,3,6,3,5,6,4
"63413",6,6,6,6,5,6,6,5,6,6,5,4,5,5,5,5,2,1,5,1,5,5,5,5,6
"63414",3,6,4,6,4,5,5,4,2,1,6,6,2,5,4,2,1,1,1,1,1,1,2,5,1
"63420",4,5,5,5,2,5,3,5,5,2,3,5,4,1,5,4,3,2,3,3,4,6,2,4,4
"63421",4,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,6,5,5,5,3,6,3,3,5
"63427",4,4,4,4,2,5,4,5,5,5,5,5,4,6,4,2,2,4,3,6,4,3,4,6,3
"63428",1,3,2,4,4,6,6,6,6,5,3,3,5,6,5,6,3,6,6,6,6,5,6,6,6
"63430",1,2,1,4,4,6,6,6,6,6,3,3,5,5,5,6,4,6,6,6,6,5,6,4,6
"63431",4,4,5,4,6,4,3,4,3,3,3,4,5,5,4,4,2,5,5,5,6,4,5,NA,3
"63432",4,5,5,5,5,5,5,5,5,3,2,1,4,5,3,6,6,6,6,5,5,5,4,5,4
"63435",3,4,5,4,6,2,2,2,3,1,6,5,4,5,3,6,6,4,3,4,5,3,3,3,5
"63437",3,2,5,1,5,2,1,1,3,1,6,6,5,5,1,6,5,3,2,6,6,5,5,NA,5
"63438",6,6,6,5,6,4,4,5,4,4,5,4,5,5,5,6,3,4,3,2,4,6,5,6,4
"63439",5,5,5,6,4,4,4,4,3,3,5,3,4,4,5,3,3,2,3,4,4,6,5,6,4
"63441",5,5,4,4,5,3,3,5,2,2,2,2,3,5,4,4,5,5,1,2,3,2,3,5,3
"63442",4,5,5,5,5,4,4,5,4,NA,5,5,4,5,4,6,4,4,6,5,5,3,4,4,4
"63444",6,5,4,6,5,4,4,5,4,2,4,2,5,5,4,1,1,2,2,2,5,4,5,6,2
"63445",6,5,1,6,6,4,6,4,3,2,NA,5,5,6,5,3,2,2,3,1,6,5,5,6,5
"63446",5,5,5,2,4,2,3,2,3,2,3,3,4,3,2,3,2,1,1,2,4,3,5,6,5
"63448",6,6,6,4,5,6,4,6,6,5,6,5,3,5,4,6,3,3,5,6,5,5,3,4,3
"63450",5,5,5,5,3,5,5,4,4,3,2,3,1,2,5,3,2,2,5,5,6,2,3,6,5
"63452",6,6,6,5,5,6,5,4,6,5,5,6,5,5,4,4,4,4,4,3,4,6,6,4,6
"63454",2,5,4,5,5,4,4,4,5,3,6,5,5,5,5,5,4,5,6,6,5,5,4,4,5
"63455",3,6,5,5,6,5,6,6,5,3,2,3,4,5,6,2,2,3,1,3,6,2,5,5,2
"63458",6,4,2,3,4,2,2,4,4,2,2,3,4,4,1,6,6,6,6,6,2,3,2,3,2
"63459",6,NA,4,6,3,6,6,2,5,3,6,2,6,6,5,6,5,5,2,4,6,5,5,6,6
"63463",6,4,3,6,3,3,1,2,3,1,6,4,4,6,4,2,1,3,2,2,6,1,2,2,4
"63464",6,4,5,6,6,6,5,5,6,5,2,5,4,6,5,3,3,5,4,6,4,3,4,5,4
"63465",5,6,5,5,5,4,1,5,3,1,6,2,6,4,4,2,1,1,2,3,5,6,6,6,6
"63466",6,6,6,6,6,6,5,5,6,6,6,6,5,5,6,6,6,6,6,6,6,5,5,2,6
"63467",1,6,6,6,6,6,5,1,6,6,1,1,1,6,6,6,1,6,1,6,6,1,1,6,6
"63468",4,5,3,4,2,5,5,4,5,2,4,5,3,2,5,2,3,4,5,5,6,6,6,6,6
"63470",3,6,6,6,6,6,6,6,3,6,6,4,6,5,5,6,3,2,2,1,5,2,5,6,2
"63472",1,2,4,1,5,5,5,5,5,3,5,3,3,5,5,1,1,1,2,3,4,5,3,5,6
"63473",6,5,4,4,4,3,2,5,3,2,2,1,3,2,1,6,6,3,1,6,4,6,4,6,3
"63476",4,5,5,6,5,5,5,6,5,4,5,3,3,6,4,4,5,4,5,6,4,4,4,5,4
"63479",6,2,5,6,5,3,4,5,6,6,5,5,5,5,5,6,6,5,3,5,5,6,5,5,5
"63480",6,6,6,4,5,5,6,5,5,3,5,5,4,4,6,5,5,2,3,6,6,6,5,6,6
"63481",5,4,4,4,5,4,4,2,5,3,3,2,2,5,4,6,3,6,5,6,5,6,5,5,4
"63485",5,4,3,4,3,2,3,5,3,2,2,2,1,3,4,2,2,2,1,2,5,5,5,6,1
"63486",2,4,5,4,4,4,6,4,5,4,6,5,5,4,6,6,3,6,6,6,5,6,5,5,6
"63488",6,5,5,6,5,5,5,2,5,5,3,5,4,5,5,5,3,5,5,6,1,3,5,5,4
"63491",1,6,6,6,6,6,6,6,6,6,3,6,5,6,5,6,3,2,2,1,4,3,5,6,1
"63493",3,6,5,6,5,3,3,2,4,1,1,1,6,1,3,6,5,3,2,6,3,1,4,6,3
"63494",3,3,3,4,3,5,5,4,4,2,2,3,2,3,3,4,4,5,4,4,5,6,5,6,5
"63496",5,5,5,6,5,3,5,5,5,6,5,5,5,6,5,5,4,5,6,6,5,2,4,3,5
"63498",5,5,5,6,5,4,3,3,5,4,2,3,4,5,2,3,3,3,4,4,6,5,4,6,5
"63499",6,6,5,4,6,4,2,4,3,2,5,5,5,4,5,3,3,3,3,3,6,5,4,4,3
"63501",3,3,6,4,6,2,5,6,6,6,2,5,6,1,2,4,4,6,3,4,4,1,4,6,4
"63502",4,4,4,6,4,3,4,4,3,6,6,3,4,4,5,6,3,6,5,3,6,3,4,1,6
"63504",6,6,4,4,4,6,2,5,5,6,1,2,1,4,1,6,1,2,3,1,2,1,1,6,6
"63505",6,5,5,1,6,6,5,5,6,1,5,6,5,5,6,6,6,2,2,1,4,2,5,5,3
"63509",5,4,2,2,3,5,5,5,4,2,3,3,2,5,5,2,2,2,2,4,5,4,4,6,5
"63510",1,6,1,3,5,6,6,6,6,6,4,6,2,2,6,6,5,5,4,6,6,6,4,1,4
"63512",2,4,1,2,2,5,5,4,3,1,1,3,3,2,2,3,2,5,2,2,6,5,4,6,1
"63513",4,4,4,2,3,3,2,3,3,2,3,3,6,2,3,5,4,2,2,5,6,6,5,6,5
"63516",5,6,6,6,6,6,6,6,5,2,3,4,5,6,5,4,4,5,3,4,6,6,5,5,6
"63518",2,6,6,6,3,5,6,1,1,1,1,1,6,3,6,1,1,2,1,1,6,3,6,6,6
"63521",6,6,4,4,5,3,6,3,5,5,5,5,5,5,5,4,3,5,6,5,4,5,5,6,5
"63525",4,4,4,2,4,5,4,4,3,5,1,2,4,3,3,4,3,6,6,6,4,4,3,4,6
"63528",6,4,2,5,2,1,2,1,5,3,1,1,1,2,1,5,4,3,2,2,3,5,1,5,4
"63530",4,5,4,6,4,5,6,5,6,5,6,3,5,5,6,1,1,2,6,5,6,5,5,6,6
"63531",5,6,5,2,5,5,2,4,6,4,6,6,5,6,5,4,5,6,5,6,4,4,3,4,5
"63533",5,3,4,2,5,5,6,5,6,1,4,2,1,5,4,6,2,6,6,6,5,6,6,6,5
"63534",3,5,5,5,3,4,4,4,4,2,4,3,4,3,NA,3,2,3,4,3,3,2,4,6,5
"63536",6,6,6,3,5,6,4,6,6,4,4,5,NA,5,6,4,5,5,2,6,6,6,5,6,6
"63538",5,5,5,4,5,5,5,5,6,3,4,4,5,5,5,4,4,5,5,4,NA,3,4,4,2
"63547",5,4,5,4,4,5,5,2,6,6,2,3,5,3,4,5,3,3,4,4,5,6,4,6,5
"63549",6,NA,5,2,4,5,6,4,NA,5,3,3,5,2,5,5,5,4,2,2,5,1,4,3,3
"63551",5,6,5,4,6,4,3,4,3,1,3,2,5,5,3,3,2,2,1,1,6,3,4,6,5
"63554",3,5,4,6,4,4,5,5,4,1,6,6,4,6,4,4,3,4,6,3,3,4,4,2,4
"63555",6,6,5,4,5,5,4,5,4,2,3,4,4,5,4,5,3,5,5,2,4,3,6,6,4
"63556",6,3,5,6,6,3,5,4,5,2,5,5,4,6,3,5,4,5,5,3,5,3,4,5,4
"63557",4,5,5,6,6,5,5,6,4,3,5,6,6,5,6,6,5,5,6,6,6,5,6,6,6
"63558",2,6,6,5,4,4,3,6,3,4,5,6,6,6,4,4,5,4,3,5,4,2,4,4,4
"63559",6,6,6,6,5,5,5,6,6,6,5,5,4,4,5,6,5,6,5,6,6,6,5,6,6
"63560",6,5,3,4,3,6,6,6,6,3,1,1,3,1,2,3,2,2,NA,5,4,6,6,6,6
"63562",5,4,5,4,5,3,4,4,2,1,2,4,3,5,2,3,3,3,2,4,4,3,3,5,3
"63567",5,3,3,5,3,2,3,3,4,2,5,2,5,4,2,2,2,2,2,3,5,5,5,6,6
"63575",5,5,5,2,5,4,4,3,3,2,4,5,2,4,3,6,5,3,3,5,5,4,6,6,5
"63578",6,5,6,6,6,5,4,5,5,3,6,5,5,6,4,5,4,5,2,5,6,6,6,6,6
"63579",5,4,5,5,4,6,6,5,6,4,5,6,2,6,5,3,4,5,5,5,6,6,5,5,2
"63580",6,4,4,5,4,3,4,3,2,3,6,5,5,5,4,2,4,3,3,3,6,3,4,4,2
"63581",5,5,5,4,4,5,5,5,6,4,6,5,5,6,5,5,3,5,5,5,6,6,6,6,6
"63582",6,4,4,5,3,2,5,5,5,1,5,5,1,2,5,2,2,2,2,6,2,5,5,5,5
"63583",5,4,6,6,6,6,6,3,6,6,2,3,3,5,4,5,5,3,2,5,6,5,5,6,6
"63584",4,4,5,4,4,NA,4,4,4,2,5,3,4,5,4,4,4,4,5,4,4,2,3,4,3
"63586",5,5,5,5,4,5,5,5,5,3,5,3,4,4,5,5,5,5,6,4,6,6,5,6,6
"63587",5,5,6,6,6,5,5,4,3,5,5,5,6,5,5,1,1,1,3,5,5,5,4,6,4
"63588",6,6,6,6,5,5,4,5,5,5,5,5,4,3,6,5,3,2,2,3,5,5,4,5,5
"63589",5,3,4,4,4,3,3,4,1,3,5,5,5,6,4,2,4,5,5,5,5,4,3,5,4
"63590",6,5,1,2,5,5,5,5,5,5,6,6,6,6,5,6,6,4,3,6,6,5,4,3,6
"63591",5,5,5,6,4,2,2,2,5,1,5,2,2,5,1,3,2,2,2,2,2,3,2,2,4
"63595",3,4,1,1,1,5,5,6,5,5,4,1,5,1,2,6,5,5,1,5,6,6,5,6,6
"63596",5,5,4,5,2,6,5,5,5,5,2,2,3,4,3,1,1,1,1,2,3,2,3,5,4
"63597",5,4,5,3,5,4,4,4,3,3,3,3,4,4,3,5,3,2,1,4,3,3,4,5,5
"63602",6,4,4,6,6,6,6,6,6,6,6,3,5,6,6,4,4,6,5,1,6,1,5,6,3
"63608",6,6,6,6,6,1,5,5,6,5,5,5,5,5,2,3,3,2,2,2,2,1,2,4,2
"63609",5,2,4,1,4,3,2,1,2,1,5,3,4,3,2,4,3,2,3,5,3,6,2,4,5
"63613",6,5,5,6,6,5,6,5,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,2,6
"63616",5,5,5,4,5,4,3,3,4,5,5,NA,3,3,4,5,5,6,6,5,NA,4,5,5,5
"63617",5,5,6,6,6,5,5,4,6,3,3,6,4,6,6,2,2,3,3,6,4,2,2,5,1
"63618",5,5,6,6,5,6,5,6,5,5,6,3,6,6,5,3,3,4,1,3,6,5,5,6,3
"63619",5,2,4,4,5,5,3,2,1,1,1,1,1,2,1,3,3,3,4,3,2,2,2,6,3
"63621",3,4,4,4,4,4,5,5,3,2,1,1,3,2,3,3,2,5,3,4,5,5,2,5,2
"63623",6,5,5,6,5,4,5,6,6,6,3,3,4,4,4,6,4,4,6,5,3,6,5,5,4
"63625",5,6,4,1,4,6,4,5,6,6,4,4,6,5,3,5,5,2,1,6,6,1,6,6,6
"63631",4,4,4,2,5,5,5,4,4,3,4,5,5,5,5,4,4,5,4,6,6,6,6,6,5
"63636",6,6,6,4,6,6,5,6,4,1,4,6,5,6,5,5,3,3,3,4,5,1,4,6,3
"63637",2,5,5,6,4,5,5,5,5,2,2,2,4,5,5,5,3,3,5,5,5,2,5,4,3
"63638",5,5,4,4,4,4,4,3,3,1,3,4,2,4,4,5,3,4,5,5,4,3,4,6,3
"63642",4,4,6,1,4,5,5,4,4,2,6,6,5,6,5,3,1,5,3,6,6,3,4,5,5
"63644",6,5,6,4,6,3,5,5,2,2,5,3,3,5,4,1,1,2,1,1,3,2,5,6,4
"63648",6,4,6,5,6,5,4,4,4,6,2,1,5,4,3,6,6,5,5,6,5,6,5,6,5
"63649",6,5,5,3,5,4,5,4,3,4,6,5,4,5,3,5,3,5,3,NA,5,3,3,5,4
"63655",5,6,5,6,2,5,5,5,5,6,3,6,3,5,5,4,2,4,3,2,3,2,3,4,2
"63657",5,4,4,4,6,6,5,5,2,1,6,2,5,4,4,6,6,4,3,3,3,6,4,6,4
"63658",5,6,5,3,4,3,4,2,5,5,5,2,1,6,2,4,4,4,5,6,6,1,4,6,5
"63659",3,4,4,2,5,4,3,4,4,3,5,5,4,5,6,3,3,3,4,5,6,5,5,3,5
"63661",5,5,4,5,5,4,4,4,3,3,5,4,4,5,2,2,2,2,3,4,4,3,4,4,4
"63668",3,5,4,4,5,6,6,5,6,6,6,4,1,2,4,4,3,3,2,3,5,6,5,4,6
"63669",6,5,6,4,5,4,3,5,2,3,1,3,5,4,3,4,5,5,6,3,4,2,3,5,2
"63670",3,4,4,6,3,5,5,3,4,3,2,2,3,3,4,3,2,4,3,5,5,5,4,5,5
"63672",4,5,5,6,5,5,4,4,5,5,6,5,2,5,5,5,5,5,5,5,4,4,4,5,5
"63675",4,4,6,6,NA,5,4,5,5,3,6,3,5,4,4,6,6,6,5,4,6,6,6,6,4
"63676",5,5,6,5,5,4,5,3,5,1,4,3,5,5,4,4,2,3,3,4,5,3,5,5,5
"63677",6,6,6,5,6,6,4,2,6,1,1,1,2,4,5,6,1,6,1,6,6,6,6,6,6
"63681",5,5,4,2,4,5,5,5,6,2,5,5,2,4,5,2,3,5,2,6,2,5,5,4,5
"63682",5,6,3,4,5,3,2,3,5,3,5,4,3,6,5,3,5,6,5,6,5,6,6,5,5
"63683",5,6,5,5,5,5,3,4,5,2,5,5,1,4,6,5,2,2,3,6,5,2,6,6,6
"63687",5,6,4,5,4,3,4,3,2,1,5,1,3,4,3,1,1,2,2,2,5,6,5,6,4
"63690",2,5,2,3,3,4,3,4,4,2,3,6,5,4,5,1,1,1,3,4,5,6,6,2,4
"63692",6,6,6,6,6,5,2,4,5,4,5,5,5,6,4,4,5,6,6,5,5,5,5,5,4
"63693",6,6,6,5,4,4,4,4,2,2,5,3,4,4,4,3,2,3,3,3,5,4,6,5,3
"63696",5,5,5,5,3,3,2,2,3,3,5,3,4,5,5,5,5,5,3,4,5,5,4,5,4
"63697",6,5,6,6,5,6,6,4,6,6,3,5,5,5,6,3,2,3,3,4,6,3,5,4,1
"63699",2,5,5,6,2,5,4,3,4,6,6,5,5,5,4,2,3,2,5,3,6,2,5,5,6
"63700",6,5,4,6,3,5,5,5,5,3,4,3,2,4,4,5,5,5,6,5,4,3,4,2,3
"63701",1,6,6,6,6,6,6,6,6,4,2,5,5,5,6,1,1,1,4,6,2,3,5,6,5
"63704",6,6,6,6,5,5,NA,5,6,5,5,5,4,6,5,5,5,5,6,5,NA,4,5,5,5
"63705",5,4,4,1,2,6,6,6,6,3,1,1,1,1,4,1,1,1,1,1,3,2,1,6,2
"63706",6,5,6,6,5,5,4,4,NA,6,3,3,5,3,4,3,3,2,6,6,6,6,5,6,5
"63707",6,5,6,5,4,3,4,2,4,3,2,2,4,2,3,6,5,5,2,4,5,5,4,5,5
"63709",5,5,5,5,5,4,4,4,4,3,5,5,4,5,5,5,4,4,4,5,4,3,4,3,4
"63711",5,5,6,6,5,5,3,2,3,3,6,5,4,5,2,2,2,4,4,5,3,5,5,6,4
"63712",6,5,6,6,6,6,6,5,5,3,6,4,6,5,6,3,3,3,4,1,6,6,6,6,6
"63713",4,5,5,4,6,6,6,5,6,6,2,3,6,4,6,3,3,3,3,5,6,6,6,2,6
"63721",3,6,6,6,6,6,6,6,3,6,2,2,5,5,5,3,3,5,3,3,5,3,4,6,3
"63723",6,6,6,6,6,2,5,5,6,5,6,6,5,6,5,5,4,6,6,5,5,3,6,4,6
"63724",6,5,5,6,5,2,3,4,3,2,4,3,3,3,4,4,4,5,3,3,3,3,4,6,3
"63726",5,3,5,6,5,5,5,5,5,2,2,5,4,3,2,5,6,3,6,6,4,6,6,2,5
"63727",3,4,3,5,5,6,5,6,6,5,4,5,2,5,5,4,4,3,5,5,4,4,3,6,3
"63728",4,6,6,6,5,3,2,5,3,3,6,4,5,5,6,2,1,1,4,5,6,6,5,5,4
"63729",4,5,6,4,5,4,3,4,5,3,5,5,5,4,6,3,2,2,5,5,4,6,5,6,4
"63732",6,4,4,4,4,2,3,4,5,5,2,3,4,4,3,5,5,4,2,5,5,4,3,5,5
"63734",3,2,2,1,5,3,4,2,3,3,2,3,3,4,1,6,4,6,4,6,5,5,5,5,6
"63735",6,6,6,4,5,5,2,4,5,4,5,4,5,5,5,6,6,6,6,6,5,5,6,6,5
"63738",3,6,5,6,4,5,5,5,3,3,6,4,4,5,6,3,2,2,3,3,5,3,5,5,4
"63739",4,5,5,4,5,6,6,6,6,NA,5,3,6,5,6,2,5,5,6,6,5,6,6,1,6
"63742",5,4,4,6,6,6,6,1,6,1,6,1,6,5,6,1,1,1,1,5,6,6,6,6,4
"63743",5,5,4,5,5,5,3,3,5,4,4,4,3,5,5,6,6,5,5,5,4,5,4,5,4
"63744",5,5,5,4,5,3,5,4,5,2,5,4,4,5,5,3,3,5,4,6,5,6,5,5,5
"63745",6,5,5,5,5,5,4,3,4,3,4,3,4,5,4,3,2,3,3,4,5,5,4,5,5
"63746",1,5,5,4,5,5,2,5,4,2,2,2,4,2,6,1,1,1,1,5,5,4,4,6,6
"63748",5,4,5,1,4,3,1,5,6,3,2,3,1,NA,3,5,1,1,2,1,3,3,1,4,4
"63750",3,4,4,3,3,6,4,4,5,3,3,3,3,2,4,4,2,2,3,3,4,5,4,5,4
"63752",6,6,5,5,5,6,5,5,6,2,3,3,5,5,4,6,3,3,3,5,6,3,3,5,2
"63760",5,4,6,6,5,4,3,3,5,4,2,4,3,4,4,3,3,3,4,5,3,3,3,3,3
"63761",5,5,5,4,4,2,2,2,3,2,3,3,4,5,5,6,5,5,2,3,6,2,5,6,6
"63762",6,6,6,1,6,1,1,1,1,1,6,1,6,1,4,1,1,5,1,1,6,6,6,3,6
"63763",6,6,6,4,1,1,6,5,3,5,1,6,3,5,1,2,2,2,1,3,6,6,6,6,1
"63766",4,5,6,6,5,5,4,5,6,6,6,6,3,6,4,6,6,6,6,5,5,6,4,4,5
"63767",6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6,1,6
"63768",5,5,5,4,5,5,4,5,5,4,2,5,4,5,6,3,5,3,4,5,4,5,4,4,3
"63770",4,6,6,6,5,5,5,3,5,3,6,5,5,5,5,3,3,3,4,5,4,5,5,6,6
"63773",5,6,5,6,6,6,6,5,6,3,3,5,5,5,6,3,NA,6,6,NA,6,3,5,5,6
"63775",6,5,3,4,5,5,4,4,6,5,2,3,2,5,2,6,5,5,6,5,6,6,6,5,5
"63776",6,NA,5,6,6,5,6,NA,5,1,6,6,4,6,4,4,2,4,NA,6,4,3,4,6,2
"63778",4,5,2,2,4,5,3,6,6,2,4,2,1,4,2,6,4,1,1,1,6,3,3,6,6
"63788",6,5,5,6,5,5,5,1,2,1,6,5,5,6,5,5,5,5,3,6,5,6,5,6,6
"63789",5,4,3,6,4,4,5,5,6,5,1,2,4,4,4,4,4,3,4,2,5,3,3,5,3
"63791",5,6,4,5,4,5,5,5,6,6,5,5,4,3,6,6,5,6,5,6,5,5,6,4,5
"63792",3,6,6,6,5,4,3,2,5,4,5,4,5,6,4,3,3,4,4,3,2,4,4,3,4
"63793",3,6,6,6,5,4,3,3,5,4,5,4,5,6,4,5,5,5,5,5,3,4,4,3,4
"63794",2,5,5,6,4,6,6,4,6,6,5,5,4,5,5,6,5,5,5,2,4,5,5,2,4
"63796",6,6,4,6,4,4,3,4,4,1,5,4,4,5,4,1,1,1,1,2,4,4,3,5,4
"63798",1,6,6,6,6,6,6,5,6,3,5,3,5,6,6,3,3,1,NA,1,5,4,6,6,6
"63799",6,5,6,6,4,4,5,5,6,6,1,3,4,5,4,6,4,3,5,3,4,3,3,4,4
"63801",6,5,6,5,5,5,5,4,5,4,6,5,4,5,4,4,3,5,4,2,6,5,4,6,2
